AGUASCALIENTES,PABELLÓN DE ARTEAGA,EMILIANO ZAPATA,TELEBACHILLERATO EMILIANO ZAPATA,TELEBACH,01ETH0046W
ENTIDAD,MUNICIPIO,LOCALIDAD,NOMBRE DEL PLANTEL,SUBSISTEMA,CCT
AGUASCALIENTES,PABELLÓN DE ARTEAGA,LAS ÁNIMAS,TELEBACHILLERATO COMUNITARIO LAS ANIMAS,TELEBACHCOMUNITARIOS,01ETK0038A
AGUASCALIENTES,PABELLÓN DE ARTEAGA,OJO ZARCO [COLONIA],TELEBACHILLERATO COMUNITARIO COLONIA OJO ZARCO,TELEBACHCOMUNITARIOS,01ETK0007H
AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,CENTRO DE ATENCION PARA PERSONAS CON DISCAPACIDAD PABELLON DE ARTEAGA CECATI 154,DGB (CAED),01DER0002O
AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 030,UEMSTAYCM,01DTA0030C
AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL PABELLON DE ARTEAGA,CECYTE,01ETC0006Z
AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,PLANTEL CONALEP 319 PABELLON DE ARTEAGA,CONALEP,01DPT0007D
AGUASCALIENTES,PABELLÓN DE ARTEAGA,SAN LUIS DE LETRAS,TELEBACHILLERATO COMUNITARIO SAN LUIS DE LETRAS,TELEBACHCOMUNITARIOS,01ETK0105I
AGUASCALIENTES,RINCÓN DE ROMOS,CALIFORNIA,TELEBACHILLERATO COMUNITARIO EJIDO CALIFORNIA,TELEBACHCOMUNITARIOS,01ETK0039Z
AGUASCALIENTES,RINCÓN DE ROMOS,EL SAUCILLO,TELEBACHILLERATO COMUNITARIO EL SAUCILLO,TELEBACHCOMUNITARIOS,01ETK0104J
AGUASCALIENTES,RINCÓN DE ROMOS,LA BOQUILLA,EDUCACION MEDIA SUPERIOR A DISTANCIA (EMSAD) LA BOQUILLA,EMSAD,01EMS0009O
AGUASCALIENTES,RINCÓN DE ROMOS,MORELOS,TELEBACHILLERATO COMUNITARIO MORELOS,TELEBACHCOMUNITARIOS,01ETK0103K
AGUASCALIENTES,RINCÓN DE ROMOS,PABELLÓN DE HIDALGO,EDUCACION MEDIO SUPERIOR A DISTANCIA (EMSAD) PABELLON DE HIDALGO,EMSAD,01EMS0001W
AGUASCALIENTES,RINCÓN DE ROMOS,PABLO ESCALERAS,TELEBACHILLERATO COMUNITARIO J. GUADALUPE ROMO HERRERA,TELEBACHCOMUNITARIOS,01ETK0037B
AGUASCALIENTES,RINCÓN DE ROMOS,PABLO ESCALERAS,TELEBACHILLERATO J. GUADALUPE ROMO HERRERA,TELEBACH,01ETH0054E
AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 205,UEMSTAYCM,01DTA0205B
AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL RINCON DE ROMOS,CECYTE,01ETC0002D
AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,DAVID GUTIERREZ ACOSTA,PREFECO,01SBC2072Z
AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,PLANTEL NORTE CENTRO DE EDUCACION MEDIA UAA,AUTÓNOMA,01UBH0002A
AGUASCALIENTES,RINCÓN DE ROMOS,SAN JACINTO,EDUCACION MEDIO SUPERIOR A DISTANCIA (EMSAD) SAN JACINTO,EMSAD,01EMS0008P
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,LA CONCEPCIÓN,TELEBACHILLERATO COMUNITARIO LA CONCEPCION,TELEBACHCOMUNITARIOS,01ETK0058O
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,LA ESCONDIDA (EL SALERO),TELEBACHILLERATO COMUNITARIO LA ESCONDIDA,TELEBACHCOMUNITARIOS,01ETK0060C
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,MACARIO J. GÓMEZ [COLONIA],TELEBACHILLERATO COMUNITARIO MACARIO J. GOMEZ,TELEBACHCOMUNITARIOS,01ETK0032G
AGUASCALIENTES,SAN FRANCISCO DE LOS RPOAMSOE,OS DE LA PROVIDENCIA [FRACCIONAMI,ETNETLOE]BACHILLERATO COMUNITARIO PASEOS DE PROVIDENCIA,TELEBACHCOMUNITARIOS,01ETK0072H
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,PUERTECITO DE LA VIRGEN,TELEBACHILLERATO COMUNITARIO PUERTECITO DE LA VIRGEN,TELEBACHCOMUNITARIOS,01ETK0075E
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,PUERTECITO DE LA VIRGEN,TELEBACHILLERATO PUERTECITO DE LA VIRGEN,TELEBACH,01ETH0060P
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,SAN FRANCISCO DE LOS ROMO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 280,UEMSTIS,01DCT0280G
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,SAN FRANCISCO DE LOS ROMO,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL SAN FRANCISCO DE LOS,RCOECMYOTE,01ETC0003C
AGUASCALIENTES,SAN JOSÉ DE GRACIA,LA CONGOJA,TELEBACHILLERATO COMUNITARIO LA CONGOJA,TELEBACHCOMUNITARIOS,01ETK0059N
AGUASCALIENTES,SAN JOSÉ DE GRACIA,PAREDES,TELEBACHILLERATO COMUNITARIO PAREDES,TELEBACHCOMUNITARIOS,01ETK0071I
AGUASCALIENTES,SAN JOSÉ DE GRACIA,SAN ANTONIO DE LOS RÍOS,TELEBACHILLERATO COMUNITARIO SAN ANTONIO DE LOS RIOS,TELEBACHCOMUNITARIOS,01ETK0017O
AGUASCALIENTES,SAN JOSÉ DE GRACIA,SAN JOSÉ DE GRACIA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL SAN JOSE DE GRACIA,CECYTE,01ETC0009X
AGUASCALIENTES,SAN JOSÉ DE GRACIA,SAN JOSÉ DE GRACIA,TELEBACHILLERATO COMUNITARIO SAN JOSE DE GRACIA,TELEBACHCOMUNITARIOS,01ETK0035D
AGUASCALIENTES,SAN JOSÉ DE GRACIA,SAN JOSÉ DE GRACIA,TELEBACHILLERATO SAN JOSÉ DE GRACIA,TELEBACH,01ETH0053F
AGUASCALIENTES,SAN JOSÉ DE GRACIA,TÚNEL DE POTRERILLO,TELEBACHILLERATO COMUNITARIO TUNEL DE POTRERILLO,TELEBACHCOMUNITARIOS,01ETK0078B
AGUASCALIENTES,TEPEZALÁ,CALDERA,TELEBACHILLERATO COMUNITARIO CALDERA,TELEBACHCOMUNITARIOS,01ETK0101M
AGUASCALIENTES,TEPEZALÁ,CARBONERAS,EDUCACION MEDIA SUPERIOR A DISTANCIA (EMSAD) CARBONERAS,EMSAD,01EMS0018W
AGUASCALIENTES,TEPEZALÁ,EL CHAYOTE,EDUCACION MEDIA SUPERIOR A DISTANCIA (EMSAD) EL CHAYOTE,EMSAD,01EMS0017X
AGUASCALIENTES,TEPEZALÁ,EL GIGANTE,TELEBACHILLERATO COMUNITARIO EL GIGANTE,TELEBACHCOMUNITARIOS,01ETK0053T
AGUASCALIENTES,TEPEZALÁ,EL PORVENIR,TELEBACHILLERATO COMUNITARIO EL PORVENIR,TELEBACHCOMUNITARIOS,01ETK0074F
AGUASCALIENTES,TEPEZALÁ,EL TEPOZÁN,TELEBACHILLERATO COMUNITARIO EL TEPOZAN,TELEBACHCOMUNITARIOS,01ETK0001N
AGUASCALIENTES,TEPEZALÁ,LOS ALAMITOS,TELEBACHILLERATO COMUNITARIO LOS ALAMITOS,TELEBACHCOMUNITARIOS,01ETK0049G
AGUASCALIENTES,TEPEZALÁ,MESILLAS,TELEBACHILLERATO COMUNITARIO MESILLAS,TELEBACHCOMUNITARIOS,01ETK0100N
AGUASCALIENTES,TEPEZALÁ,OJO DE AGUA DE LOS MONTES,TELEBACHILLERATO COMUNITARIO OJO DE AGUA DE LOS MONTES,TELEBACHCOMUNITARIOS,01ETK0004K
AGUASCALIENTES,TEPEZALÁ,PUERTO DE LA CONCEPCIÓN,TELEBACHILLERATO COMUNITARIO PUERTO DE LA CONCEPCION,TELEBACHCOMUNITARIOS,01ETK0102L
AGUASCALIENTES,TEPEZALÁ,SAN ANTONIO,TELEBACHILLERATO COMUNITARIO SAN ANTONIO,TELEBACHCOMUNITARIOS,01ETK0043M
AGUASCALIENTES,TEPEZALÁ,SAN ANTONIO,TELEBACHILLERATO SAN ANTONIO,TELEBACH,01ETH0057B
AGUASCALIENTES,TEPEZALÁ,TEPEZALÁ,PLANTEL CONALEP 285 TEPEZALA,CONALEP,01DPT0005F
BAJA CALIFORNIA,ENSENADA,ARTÍCULO CIENTO QUINCE,TELEBACHILLERATO COMUNITARIO ARTICULO 115,TELEBACHCOMUNITARIOS,02ETK0016O
BAJA CALIFORNIA,ENSENADA,DÍAZ [RANCHO],CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 198,UEMSTAYCM,02DTA0198H
BAJA CALIFORNIA,ENSENADA,EJIDO EL AJUSCO,TELEBACHILLERATO COMUNITARIO AJUSCO,TELEBACHCOMUNITARIOS,02ETK0015P
BAJA CALIFORNIA,ENSENADA E,JIDO PUNTA COLNETT (PUNTA COLONE,TC)ENTRO EMSAD PUNTA COLONET,EMSAD,02EMS0002U
BAJA CALIFORNIA,ENSENADA,EL PORVENIR (GUADALUPE),CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 323,UEMSTAYCM,02DTA0003E
BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRÍGUEZ,CAED CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 11,DGB (CAED),02DER0002N
BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRÍGUEZ,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 11,UEMSTAYCM,02DCM0001V
BAJA CALIFORNIA,ENSENADA,ENSENADA,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 41,UEMSTIS,02DCT0201C
BAJA CALIFORNIA,ENSENADA,ENSENADA,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 74,UEMSTIS,02DCT0411H
BAJA CALIFORNIA,ENSENADA,ENSENADA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL ENSENADA,COBACH,02ECB0011V
BAJA CALIFORNIA,ENSENADA,ENSENADA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL VALLE DE GUADALUPE,COBACH,02ECB0040Q
BAJA CALIFORNIA,ENSENADA,ENSENADA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL ENSENADA,CECYTE,02ETC0004A
BAJA CALIFORNIA,ENSENADA,ENSENADA,"COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 64 ""ENSENADA",CONALEP,02DPT0006D
BAJA CALIFORNIA,ENSENADA,ENSENADA,PROFR. ARTURO DAVID VELAZQUEZ RIVERA,COBACH,02ECB0035E
BAJA CALIFORNIA,ENSENADA,ENSENADA,TELEBACHILLERATO COMUNITARIO GÓMEZ MORÍN,TELEBACHCOMUNITARIOS,02ETK0004J
BAJA CALIFORNIA,ENSENADA,ISLA DE CEDROS,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 11 EXTENSION ISLA DE CEDROS,UEMSTAYCM,02XCM0001I
BAJA CALIFORNIA,ENSENADA,POCITOS (VALLE DE LA TRINIDAD),CENTRO EMSAD VALLE DE LA TRINIDAD,EMSAD,02EMS0001V
BAJA CALIFORNIA,ENSENADA,REAL DEL CASTILLO VIEJO,CENTRO EMSAD REAL DEL CASTILLO,EMSAD,02EMS0006Q
BAJA CALIFORNIA,ENSENADA RO,DOLFO SÁNCHEZ TABOADA (MANEADE,RCOO)LEGIO DE BACHILLERES DE BAJA CALIFORNIA EXTENSION MANEADERO DEL PLANTEL ENSENADA,COBACH,02ECB0043N
BAJA CALIFORNIA,ENSENADA,SAN VICENTE,CENTRO EMSAD SAN VICENTE,EMSAD,02EMS0008O
BAJA CALIFORNIA,MEXICALCIIUDAD GU,ADALUPE VICTORIA (KILÓMETRO CUARE,NCOTAL EY GTRIOES D)E BACHILLERES DE BAJA CALIFORNIA PLANTEL GUADALUPE VICTORIA,COBACH,02ECB0006J
BAJA CALIFORNIA,MEXICALCIIUDAD GU,ADALUPE VICTORIA (KILÓMETRO CUARE,NCOTAL EY GTRIOES D)E ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL GPE. VICTORIA,CECYTE,02ETC0027L
BAJA CALIFORNIA,MEXICALI,CIUDAD MORELOS (CUERVOS),CAED CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL NUM. 52,DGB (CAED),02DER0008H
BAJA CALIFORNIA,MEXICALI,CIUDAD MORELOS (CUERVOS),COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL CIUDAD MORELOS,COBACH,02ECB0012U
BAJA CALIFORNIA,MEXICALI,COLONIA AGRÍCOLA BENITO JUÁREZ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 41,UEMSTAYCM,02DTA0041H
BAJA CALIFORNIA,MEXICALI,COLONIA CALLES,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL MTRO. JOSE VASCONCELOS CALDERON,COBACH,02ECB0031I
BAJA CALIFORNIA,MEXICALI,EJIDO CHIAPAS 2,TELEBACHILLERATO COMUNITARIO CHIAPAS,TELEBACHCOMUNITARIOS,02ETK0007G
BAJA CALIFORNIA,MEXICALI,EJIDO HECHICERA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 41,UEMSTAYCM,02XTA0001U
BAJA CALIFORNIA,MEXICALI EJ,IDO HERIBERTO JARA SECCIÓN CORONI,TTAELEBACHILLERATO COMUNITARIO CORONITAS,TELEBACHCOMUNITARIOS,02ETK0006H
BAJA CALIFORNIA,MEXICALI,EJIDO SINALOA (ESTACIÓN KASEY),CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 328,UEMSTAYCM,02DTA0004D
ENTIDAD,MUNICIPIO,LOCALIDAD,NOMBRE DEL PLANTEL,SUBSISTEMA,CCT
BAJA CALIFORNIA,MEXICALI GONZ,ÁLEZ ORTEGA 1 (COLONIA BAJA CALIFO,RTNEILAE)BACHILLERATO COMUNITARIO GONZALEZ ORTEGA,TELEBACHCOMUNITARIOS,02ETK0008F
BAJA CALIFORNIA,MEXICALI ME,SA ARENOSA DE ANDRADE (VILLA ZAPA,TTAE)LEBACHILLERATO COMUNITARIO VILLA ZAPATA,TELEBACHCOMUNITARIOS,02ETK0001M
BAJA CALIFORNIA,MEXICALI,MEXICALI,"BACHILLERATO A DISTANCIA, SUBSISTEMA DE PREPARATORIA ABIERTA",PREPAABIERTA,02EEX0001Y
BAJA CALIFORNIA,MEXICALI,MEXICALI,CAED CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL NUM. 21,DGB (CAED),02DER0009G
BAJA CALIFORNIA,MEXICALI,MEXICALI,CAED CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL NUM. 84,DGB (CAED),02DER0007I
BAJA CALIFORNIA,MEXICALI,MEXICALI,CAED CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 18,DGB (CAED),02DER0003M
BAJA CALIFORNIA,MEXICALI,MEXICALI,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 140,UEMSTIS,02DCT0407V
BAJA CALIFORNIA,MEXICALI,MEXICALI,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 21,UEMSTIS,02DCT0082F
BAJA CALIFORNIA,MEXICALI,MEXICALI,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 18,UEMSTIS,02DCT0018E
BAJA CALIFORNIA,MEXICALI,MEXICALI,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 75,UEMSTIS,02DCT0075W
BAJA CALIFORNIA,MEXICALI,MEXICALI,CENTRO EMSAD PARA TRABAJADORES NO. 1,EMSAD,02EMS0012A
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA LIC. HECTOR TERAN TERAN,COBACH,02ECB0046K
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL BAJA CALIFORNIA,COBACH,02ECB0007I
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL EJIDO NAYARIT,COBACH,02ECB0039A
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL ESTACION COAHUILA,COBACH,02ECB0038B
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL MEXICALI,COBACH,02ECB0003M
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL MIGUEL HIDALGO Y COSTILLA,COBACH,02ECB0001O
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL BELLA VISTA,CECYTE,02ETC0018D
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL CENTENARIO,CECYTE,02ETC0024O
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL COMPUERTAS,CECYTE,02ETC0007Y
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL EJIDO PUEBLA,CECYTE,02ETC0026M
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL LOS PINOS,CECYTE,02ETC0022Q
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL LOS PORTALES,CECYTE,02ETC0023P
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL MISIONES,CECYTE,02ETC0008X
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL XOCHIMILCO,CECYTE,02ETC0002C
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 154,CONALEP,02DPT0012O
BAJA CALIFORNIA,MEXICALI,MEXICALI,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 17,CONALEP,02DPT0004F
BAJA CALIFORNIA,MEXICALI,NUEVO LEÓN,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL EJIDO NUEVO LEON,COBACH,02ECB0010W
BAJA CALIFORNIA,MEXICALI,VICENTE GUERRERO (ALGODONES),COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL VICENTE GUERRERO,CECYTE,02ETC0010L
BAJA CALIFORNIA,PLAYAS DE ROSARITO,PLAYAS DE ROSARITO,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 40,UEMSTAYCM,02DCM0002U
BAJA CALIFORNIA,PLAYAS DE ROSARITO,PLAYAS DE ROSARITO,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL PRIMER AYUNTAMIENTO PLAYAS DE ROSARI,TCOOBACH,02ECB0032H
BAJA CALIFORNIA,PLAYAS DE ROSARITO,PLAYAS DE ROSARITO,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL ROSARITO,COBACH,02ECB0022A
BAJA CALIFORNIA,PLAYAS DE ROSARITO,PLAYAS DE ROSARITO,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL ROSARITO,CECYTE,02ETC0012J
BAJA CALIFORNIA,PLAYAS DE ROSARITO,PRIMO TAPIA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL PRIMO TAPIA,CECYTE,02ETC0016F
BAJA CALIFORNIA,SAN FELIPE,COLONIA FRANCISCO VILLA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL SAN FELIPE,CECYTE,02ETC0011K
BAJA CALIFORNIA,SAN FELIPE,SAN FELIPE,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 40 EXTENSION SAN FELIPE,UEMSTAYCM,02XCM0004F
BAJA CALIFORNIA,SAN FELIPE,SAN FELIPE,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL SAN FELIPE,COBACH,02ECB0026X
BAJA CALIFORNIA,SAN QUINTÍN,CAMALÚ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 307,UEMSTAYCM,02DTA0001G
BAJA CALIFORNIA,SAN QUINTÍN,CAMALÚ,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL CAMALU,COBACH,02ECB0036D
BAJA CALIFORNIA,SAN QUINTÍN,EJIDO EMILIANO ZAPATA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 308,UEMSTAYCM,02DTA0002F
BAJA CALIFORNIA,SAN QUINTÍN,EJIDO NUEVO BAJA CALIFORNIA,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 42,UEMSTAYCM,02DCM0003T
BAJA CALIFORNIA,SAN QUINTÍN,EJIDO NUEVO BAJA CALIFORNIA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL SAN QUINTIN,CECYTE,02ETC0014H
BAJA CALIFORNIA,SAN QUINTÍN,EL ROSARIO DE ARRIBA,CENTRO EMSAD EL ROSARIO,EMSAD,02EMS0003T
BAJA CALIFORNIA,SAN QUINTÍN,HACIENDA SINALOA,TELEBACHILLERATO COMUNITARIO PUNTA COLONET,TELEBACHCOMUNITARIOS,02ETK0005I
BAJA CALIFORNIA,SAN QUINTÍN NU,EVO CENTRO DE POBLACIÓN PADRE KI,NCOENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 146,UEMSTAYCM,02DTA0146B
BAJA CALIFORNIA,SAN QUINTÍN,SAN QUINTÍN,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL SAN QUINTIN,COBACH,02ECB0027W
BAJA CALIFORNIA,TECATE,EL ENCINAL,TELEBACHILLERATO COMUNITARIO EL ENCINAL,TELEBACHCOMUNITARIOS,02ETK0009E
BAJA CALIFORNIA,TECATE,EL TESTERAZO,TELEBACHILLERATO COMUNITARIO EL TESTERAZO,TELEBACHCOMUNITARIOS,02ETK0002L
BAJA CALIFORNIA,TECATE,LUIS ECHEVERRÍA ÁLVAREZ (EL HONGO,)CENTRO EMSAD EL HONGO,EMSAD,02EMS0007P
BAJA CALIFORNIA,TECATE,PASO DEL ÁGUILA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL TECATE,CECYTE,02ETC0013I
BAJA CALIFORNIA,TECATE,TECATE,"BACHILLERATO GENERAL MILITARIZADO ""TTE. ALBERTO BONILLA COLMENERO""",COBACH,02OBH0002P
BAJA CALIFORNIA,TECATE,TECATE,CAED CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 25,DGB (CAED),02DER0005K
BAJA CALIFORNIA,TECATE,TECATE,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 25,UEMSTIS,02DCT0410I
BAJA CALIFORNIA,TECATE,TECATE,CENTRO EMSAD PARA TRABAJADORES NO. 3,EMSAD,02EMS0014Z
BAJA CALIFORNIA,TECATE,TECATE,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA MTRO. ALONSO LUJAMBIO IRAZABAL,COBACH,02ECB0042O
BAJA CALIFORNIA,TECATE,TECATE,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL TECATE,COBACH,02ECB0013T
BAJA CALIFORNIA,TECATE,TECATE,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 215 ING. CESAR MORENO MAR,CONALEP,02DPT0014M
BAJA CALIFORNIA,TECATE,VALLE DE LAS PALMAS,CENTRO EMSAD VALLE DE LAS PALMAS,EMSAD,02EMS0011B
BAJA CALIFORNIA,TIJUANA,LAS PALMAS,ESCUELA PREPARATORIA FEDERAL LAZARO CARDENAS III,DGB,02DBH1003P
BAJA CALIFORNIA,TIJUANA,TIJUANA,"BACHILLERATO GENERAL MILITARIZADO ""GENERAL ENRIQUE BORDES MANGEL""",COBACH,02OBH0001Q
BAJA CALIFORNIA,TIJUANA,TIJUANA,CAED CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 116,DGB (CAED),02DER0004L
BAJA CALIFORNIA,TIJUANA,TIJUANA,CAED CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 156,DGB (CAED),02DER0006J
BAJA CALIFORNIA,TIJUANA,TIJUANA,CAED ESCUELA PREPARATORIA FEDERAL LAZARO CARDENAS,DGB (CAED),02DER0001O
BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NO. 277,UEMSTIS,02DCT0277S
BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NO.278,UEMSTIS,02DCT0278R
BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 116,UEMSTIS,02DCT0406W
BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 146,UEMSTIS,02DCT0408U
BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 155,UEMSTIS,02DCT0409T
BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 237,UEMSTIS,02DCT0237R
BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 156,UEMSTIS,02DCT0412G
